Time [s],Value
0.4195931560,0x1D3
0.4196035000,0x1D2
0.4196138440,0x1D1
0.4196241880,0x1D0
0.4196345300,0x1CF
0.4196448740,0x1CE
0.4196552160,0x1CD
0.4196655600,0x1CC
0.4196759040,0x1CB
0.4196862480,0x1CA
0.4196965900,0x1C9
0.4197069340,0x1C8
0.4197172780,0x1C7
0.4197276200,0x1C6
0.4197379640,0x1C5
0.4197483080,0x1C4
0.4197586520,0x1C3
0.4197689940,0x1C2
0.4197793380,0x1C1
0.4197896820,0x1C0
0.4198000280,0x1BF
0.4198103680,0x1BE
0.4198207120,0x1BD
0.4198310560,0x1BC
0.4198413980,0x1BB
0.4198517420,0x1BA
0.4198620860,0x1B9
0.4198724300,0x1B8
0.4198827740,0x1B7
0.4198931160,0x1B6
0.4199034600,0x1B5
0.4199138020,0x1B4
0.4199241460,0x1B3
0.4199344900,0x1B2
0.4199448320,0x1B1
0.4199551760,0x1B0
0.4199655200,0x1AF
0.4199758640,0x1AE
0.4199862060,0x1AD
0.4199965500,0x1AC
0.4200068940,0x1AB
0.4200172360,0x1AA
0.4200275800,0x1A9
0.4200379240,0x1A8
0.4200482680,0x1A7
0.4200586100,0x1A6
0.4200689540,0x1A5
0.4200792980,0x1A4
0.4200896420,0x1A3
0.4200999840,0x1A2
0.4201103280,0x1A1
0.4201206700,0x1A0
0.4201310160,0x19F
0.4201413580,0x19E
0.4201517000,0x19D
0.4201620440,0x19C
0.4201723880,0x19B
0.4201827320,0x19A
0.4201930740,0x199
0.4202034180,0x198
0.4202137620,0x197
0.4202241060,0x196
0.4202344480,0x195
0.4202447920,0x194
0.4202551360,0x193
0.4202654780,0x192
0.4202758220,0x191
0.4202861660,0x190
0.4202965100,0x18F
0.4203068520,0x18E
0.4203171960,0x18D
0.4203275400,0x18C
0.4203378840,0x18B
0.4203482260,0x18A
0.4203585700,0x189
0.4203689140,0x188
0.4203792560,0x187
0.4203896000,0x186
0.4203999440,0x185
0.4204102860,0x184
0.4204206300,0x183
0.4204309740,0x182
0.4204413180,0x181
0.4204516600,0x180
0.4204620080,0x17F
0.4204723460,0x17E
0.4204826900,0x17D
0.4204930340,0x17C
0.4205033780,0x17B
0.4205137200,0x17A
0.4205240640,0x179
0.4205344080,0x178
0.4205447520,0x177
0.4205550940,0x176
0.4205654380,0x175
0.4205757820,0x174
0.4205861240,0x173
0.4205964680,0x172
0.4206068120,0x171
0.4206171560,0x170
0.4206275000,0x16F
0.4206378420,0x16E
0.4206481860,0x16D
0.4206585280,0x16C
0.4206688720,0x16B
0.4206792160,0x16A
0.4206895580,0x169
0.4206999020,0x168
0.4207102460,0x167
0.4207205900,0x166
0.4207309320,0x165
0.4207412760,0x164
0.4207516200,0x163
0.4207619640,0x162
0.4207723060,0x161
0.4207826500,0x160
0.4207929940,0x15F
0.4208033360,0x15E
0.4208136800,0x15D
0.4208240240,0x15C
0.4208343680,0x15B
0.4208447100,0x15A
0.4208550540,0x159
0.4208653960,0x158
0.4208757420,0x157
0.4208860840,0x156
0.4208964280,0x155
0.4209067700,0x154
0.4209171140,0x153
0.4209274580,0x152
0.4209378020,0x151
0.4209481440,0x150
0.4209584880,0x14F
0.4209688300,0x14E
0.4209791740,0x14D
0.4209895180,0x14C
0.4209998620,0x14B
0.4210102040,0x14A
0.4210205480,0x149
0.4210308920,0x148
0.4210412360,0x147
0.4210515780,0x146
0.4210619220,0x145
0.4210722660,0x144
0.4210826100,0x143
0.4210929520,0x142
0.4211032960,0x141
0.4211136400,0x140
0.4211239840,0x13F
0.4211343260,0x13E
0.4211446700,0x13D
0.4211550140,0x13C
0.4211653560,0x13B
0.4211757000,0x13A
0.4211860440,0x139
0.4211963860,0x138
0.4212067300,0x137
0.4212170740,0x136
0.4212274160,0x135
0.4212377600,0x134
0.4212481040,0x133
0.4212584480,0x132
0.4212687900,0x131
0.4212791340,0x130
0.4212894780,0x12F
0.4212998200,0x12E
0.4213101640,0x12D
0.4213205080,0x12C
0.4213308520,0x12B
0.4213411940,0x12A
0.4213515380,0x129
0.4213618820,0x128
0.4213722260,0x127
0.4213825680,0x126
0.4213929120,0x125
0.4214032540,0x124
0.4214135980,0x123
0.4214239420,0x122
0.4214342840,0x121
0.4214446280,0x120
0.4214549740,0x11F
0.4214653160,0x11E
0.4214756580,0x11D
0.4214860020,0x11C
0.4214963460,0x11B
0.4215066900,0x11A
0.4215170320,0x119
0.4215273760,0x118
0.4215377200,0x117
0.4215480620,0x116
0.4215584060,0x115
0.4215687500,0x114
0.4215790940,0x113
0.4215894360,0x112
0.4215997800,0x111
0.4216101240,0x110
0.4216204680,0x10F
0.4216308100,0x10E
0.4216411540,0x10D
0.4216514980,0x10C
0.4216618400,0x10B
0.4216721840,0x10A
0.4216825280,0x109
0.4216928700,0x108
0.4217032160,0x107
0.4217135580,0x106
0.4217239020,0x105
0.4217342440,0x104
0.4217445880,0x103
0.4217549300,0x102
0.4217652740,0x101
0.4217756180,0x100
0.4217859640,0x0FF
0.4217963040,0x0FE
0.4218066480,0x0FD
0.4218169920,0x0FC
0.4218273360,0x0FB
0.4218376780,0x0FA
0.4218480220,0x0F9
0.4218583660,0x0F8
0.4218687100,0x0F7
0.4218790520,0x0F6
0.4218893960,0x0F5
0.4218997400,0x0F4
0.4219100840,0x0F3
0.4219204260,0x0F2
0.4219307700,0x0F1
0.4219411120,0x0F0
0.4219514580,0x0EF
0.4219618000,0x0EE
0.4219721420,0x0ED
0.4219824860,0x0EC
0.4219928300,0x0EB
0.4220031740,0x0EA
0.4220135160,0x0E9
0.4220238600,0x0E8
0.4220342040,0x0E7
0.4220445480,0x0E6
0.4220548900,0x0E5
0.4220652340,0x0E4
0.4220755780,0x0E3
0.4220859200,0x0E2
0.4220962640,0x0E1
0.4221066080,0x0E0
0.4221169520,0x0DF
0.4221272940,0x0DE
0.4221376380,0x0DD
0.4221479820,0x0DC
0.4221583240,0x0DB
0.4221686680,0x0DA
0.4221790120,0x0D9
0.4221893560,0x0D8
0.4221996980,0x0D7
0.4222100420,0x0D6
0.4222203860,0x0D5
0.4222307280,0x0D4
0.4222410720,0x0D3
0.4222514140,0x0D2
0.4222617600,0x0D1
0.4222721020,0x0D0
0.4222824480,0x0CF
0.4222927880,0x0CE
0.4223031320,0x0CD
0.4223134760,0x0CC
0.4223238200,0x0CB
0.4223341640,0x0CA
0.4223445060,0x0C9
0.4223548500,0x0C8
0.4223651940,0x0C7
0.4223755360,0x0C6
0.4223858800,0x0C5
0.4223962220,0x0C4
0.4224065660,0x0C3
0.4224169100,0x0C2
0.4224272540,0x0C1
0.4224375960,0x0C0
0.4224479420,0x0BF
0.4224582840,0x0BE
0.4224686280,0x0BD
0.4224789700,0x0BC
0.4224893140,0x0BB
0.4224996580,0x0BA
0.4225100000,0x0B9
0.4225203440,0x0B8
0.4225306880,0x0B7
0.4225410320,0x0B6
0.4225513740,0x0B5
0.4225617180,0x0B4
0.4225720620,0x0B3
0.4225824040,0x0B2
0.4225927480,0x0B1
0.4226030920,0x0B0
0.4226134360,0x0AF
0.4226237780,0x0AE
0.4226341220,0x0AD
0.4226444660,0x0AC
0.4226548100,0x0AB
0.4226651520,0x0AA
0.4226754960,0x0A9
0.4226858380,0x0A8
0.4226961820,0x0A7
0.4227065260,0x0A6
0.4227168680,0x0A5
0.4227272120,0x0A4
0.4227375560,0x0A3
0.4227479000,0x0A2
0.4227582420,0x0A1
0.4227685860,0x0A0
0.4227789320,0x09F
0.4227892720,0x09E
0.4227996160,0x09D
0.4228099600,0x09C
0.4228203040,0x09B
0.4228306460,0x09A
0.4228409900,0x099
0.4228513340,0x098
0.4228616780,0x097
0.4228720200,0x096
0.4228823640,0x095
0.4228927080,0x094
0.4229030500,0x093
0.4229133940,0x092
0.4229237380,0x091
0.4229340820,0x090
0.4229444260,0x08F
0.4229547680,0x08E
0.4229651120,0x08D
0.4229754540,0x08C
0.4229857980,0x08B
0.4229961400,0x08A
0.4230064840,0x089
0.4230168280,0x088
0.4230271720,0x087
0.4230375160,0x086
0.4230478580,0x085
0.4230582020,0x084
0.4230685460,0x083
0.4230788900,0x082
0.4230892320,0x081
0.4230995760,0x080
0.4231099220,0x07F
0.4231202620,0x07E
0.4231306060,0x07D
0.4231409480,0x07C
0.4231512940,0x07B
0.4231616360,0x07A
0.4231719800,0x079
0.4231823240,0x078
0.4231926680,0x077
0.4232030100,0x076
0.4232133540,0x075
0.4232236960,0x074
0.4232340400,0x073
0.4232443840,0x072
0.4232547260,0x071
0.4232650700,0x070
0.4232754140,0x06F
0.4232857580,0x06E
0.4232961000,0x06D
0.4233064440,0x06C
0.4233167880,0x06B
0.4233271300,0x06A
0.4233374740,0x069
0.4233478180,0x068
0.4233581620,0x067
0.4233685040,0x066
0.4233788480,0x065
0.4233891920,0x064
0.4233995360,0x063
0.4234098780,0x062
0.4234202220,0x061
0.4234305660,0x060
0.4234409100,0x05F
0.4234512520,0x05E
0.4234615960,0x05D
0.4234719380,0x05C
0.4234822820,0x05B
0.4234926260,0x05A
0.4235029700,0x059
0.4235133120,0x058
0.4235236580,0x057
0.4235339980,0x056
0.4235443440,0x055
0.4235546860,0x054
0.4235650300,0x053
0.4235753720,0x052
0.4235857160,0x051
0.4235960600,0x050
0.4236064040,0x04F
0.4236167480,0x04E
0.4236270900,0x04D
0.4236374340,0x04C
0.4236477780,0x04B
0.4236581200,0x04A
0.4236684640,0x049
0.4236788060,0x048
0.4236891520,0x047
0.4236994940,0x046
0.4237098380,0x045
0.4237201800,0x044
0.4237305260,0x043
0.4237408680,0x042
0.4237512120,0x041
0.4237615540,0x040
0.4237719000,0x03F
0.4237822420,0x03E
0.4237925840,0x03D
0.4238029280,0x03C
0.4238132720,0x03B
0.4238236160,0x03A
0.4238339580,0x039
0.4238443020,0x038
0.4238546460,0x037
0.4238649880,0x036
0.4238753320,0x035
0.4238856760,0x034
0.4238960200,0x033
0.4239063620,0x032
0.4239167060,0x031
0.4239270500,0x030
0.4239373940,0x02F
0.4239477360,0x02E
0.4239580800,0x02D
0.4239684240,0x02C
0.4239787660,0x02B
0.4239891100,0x02A
0.4239994520,0x029
0.4240097960,0x028
0.4240201400,0x027
0.4240304840,0x026
0.4240408280,0x025
0.4240511700,0x024
0.4240615140,0x023
0.4240718560,0x022
0.4240822000,0x021
0.4240925440,0x020
0.4241028900,0x01F
0.4241132300,0x01E
0.4241235740,0x01D
0.4241339180,0x01C
0.4241442620,0x01B
0.4241546040,0x01A
0.4241649480,0x019
0.4241752920,0x018
0.4241856360,0x017
0.4241959780,0x016
0.4242063220,0x015
0.4242166640,0x014
0.4242270080,0x013
0.4242373520,0x012
0.4242476960,0x011
0.4242580380,0x010
0.4242683840,0x00F
0.4242787260,0x00E
0.4242890680,0x00D
0.4242994120,0x00C
0.4243097560,0x00B
0.4243201000,0x00A
0.4243304420,0x009
0.4243407860,0x008
0.4243511300,0x007
0.4243614720,0x006
0.4243718160,0x005
0.4243821600,0x004
0.4243925040,0x003
0.4244028460,0x002
0.4244131900,0x001
0.4244235340,0x000
0.4244442200,0x001
0.4244545640,0x002
0.4244649080,0x003
0.4244752500,0x004
0.4244855940,0x005
0.4244959380,0x006
0.4245062800,0x007
0.4245166240,0x008
0.4245269680,0x009
0.4245373120,0x00A
0.4245476540,0x00B
0.4245579980,0x00C
0.4245683420,0x00D
0.4245786840,0x00E
0.4245890280,0x00F
0.4245993720,0x010
0.4246097160,0x011
0.4246200580,0x012
0.4246304020,0x013
0.4246407440,0x014
0.4246510880,0x015
0.4246614320,0x016
0.4246717760,0x017
0.4246821200,0x018
0.4246924620,0x019
0.4247028060,0x01A
0.4247131480,0x01B
0.4247234940,0x01C
0.4247338360,0x01D
0.4247441800,0x01E
0.4247545220,0x01F
0.4247648660,0x020
0.4247752100,0x021
0.4247855520,0x022
0.4247958980,0x023
0.4248062400,0x024
0.4248165840,0x025
0.4248269260,0x026
0.4248372700,0x027
0.4248476140,0x028
0.4248579580,0x029
0.4248683000,0x02A
0.4248786440,0x02B
0.4248889880,0x02C
0.4248993300,0x02D
0.4249096740,0x02E
0.4249200180,0x02F
0.4249303620,0x030
0.4249407040,0x031
0.4249510480,0x032
0.4249613920,0x033
0.4249717340,0x034
0.4249820780,0x035
0.4249924220,0x036
0.4250027660,0x037
0.4250131080,0x038
0.4250234520,0x039
0.4250337960,0x03A
0.4250441380,0x03B
0.4250544820,0x03C
0.4250648260,0x03D
0.4250751680,0x03E
0.4250855120,0x03F
0.4250958580,0x040
0.4251062000,0x041
0.4251165420,0x042
0.4251268860,0x043
0.4251372300,0x044
0.4251475740,0x045
0.4251579160,0x046
0.4251682600,0x047
0.4251786020,0x048
0.4251889460,0x049
0.4251992900,0x04A
0.4252096340,0x04B
0.4252199760,0x04C
0.4252303200,0x04D
0.4252406640,0x04E
0.4252510060,0x04F
0.4252613520,0x050
0.4252716940,0x051
0.4252820380,0x052
0.4252923800,0x053
0.4253027240,0x054
0.4253130680,0x055
0.4253234120,0x056
0.4253337540,0x057
0.4253440980,0x058
0.4253544420,0x059
0.4253647840,0x05A
0.4253751280,0x05B
0.4253854720,0x05C
0.4253958160,0x05D
0.4254061580,0x05E
0.4254165020,0x05F
0.4254268460,0x060
0.4254371880,0x061
0.4254475320,0x062
0.4254578760,0x063
0.4254682200,0x064
0.4254785620,0x065
0.4254889060,0x066
0.4254992500,0x067
0.4255095920,0x068
0.4255199360,0x069
0.4255302800,0x06A
0.4255406240,0x06B
0.4255509660,0x06C
0.4255613100,0x06D
0.4255716520,0x06E
0.4255819960,0x06F
0.4255923400,0x070
0.4256026840,0x071
0.4256130260,0x072
0.4256233700,0x073
0.4256337140,0x074
0.4256440580,0x075
0.4256544000,0x076
0.4256647440,0x077
0.4256750880,0x078
0.4256854300,0x079
0.4256957740,0x07A
0.4257061180,0x07B
0.4257164600,0x07C
0.4257268040,0x07D
0.4257371480,0x07E
0.4257474920,0x07F
0.4257578360,0x080
0.4257681780,0x081
0.4257785220,0x082
0.4257888660,0x083
0.4257992080,0x084
0.4258095520,0x085
0.4258198960,0x086
0.4258302380,0x087
0.4258405820,0x088
0.4258509260,0x089
0.4258612680,0x08A
0.4258716120,0x08B
0.4258819560,0x08C
0.4258923000,0x08D
0.4259026420,0x08E
0.4259129860,0x08F
0.4259233300,0x090
0.4259336720,0x091
0.4259440160,0x092
0.4259543600,0x093
0.4259647040,0x094
0.4259750460,0x095
0.4259853900,0x096
0.4259957320,0x097
0.4260060780,0x098
0.4260164200,0x099
0.4260267640,0x09A
0.4260371060,0x09B
0.4260474500,0x09C
0.4260577940,0x09D
0.4260681360,0x09E
0.4260784820,0x09F
0.4260888240,0x0A0
0.4260991680,0x0A1
0.4261095100,0x0A2
0.4261198540,0x0A3
0.4261301980,0x0A4
0.4261405420,0x0A5
0.4261508840,0x0A6
0.4261612280,0x0A7
0.4261715720,0x0A8
0.4261819140,0x0A9
0.4261922580,0x0AA
0.4262026020,0x0AB
0.4262129460,0x0AC
0.4262232880,0x0AD
0.4262336320,0x0AE
0.4262439760,0x0AF
0.4262543180,0x0B0
0.4262646620,0x0B1
0.4262750060,0x0B2
0.4262853500,0x0B3
0.4262956920,0x0B4
0.4263060360,0x0B5
0.4263163800,0x0B6
0.4263267220,0x0B7
0.4263370660,0x0B8
0.4263474100,0x0B9
0.4263577520,0x0BA
0.4263680960,0x0BB
0.4263784400,0x0BC
0.4263887840,0x0BD
0.4263991260,0x0BE
0.4264094700,0x0BF
0.4264198140,0x0C0
0.4264301580,0x0C1
0.4264405000,0x0C2
0.4264508440,0x0C3
0.4264611860,0x0C4
0.4264715300,0x0C5
0.4264818740,0x0C6
0.4264922180,0x0C7
0.4265025620,0x0C8
0.4265129040,0x0C9
0.4265232480,0x0CA
0.4265335900,0x0CB
0.4265439340,0x0CC
0.4265542780,0x0CD
0.4265646220,0x0CE
0.4265749640,0x0CF
0.4265853080,0x0D0
0.4265956520,0x0D1
0.4266059940,0x0D2
0.4266163400,0x0D3
0.4266266820,0x0D4
0.4266370260,0x0D5
0.4266473680,0x0D6
0.4266577120,0x0D7
0.4266680560,0x0D8
0.4266783980,0x0D9
0.4266887420,0x0DA
0.4266990860,0x0DB
0.4267094300,0x0DC
0.4267197720,0x0DD
0.4267301160,0x0DE
0.4267404600,0x0DF
0.4267508040,0x0E0
0.4267611460,0x0E1
0.4267714900,0x0E2
0.4267818340,0x0E3
0.4267921760,0x0E4
0.4268025200,0x0E5
0.4268128640,0x0E6
0.4268232080,0x0E7
0.4268335500,0x0E8
0.4268438940,0x0E9
0.4268542380,0x0EA
0.4268645800,0x0EB
0.4268749240,0x0EC
0.4268852680,0x0ED
0.4268956100,0x0EE
0.4269059540,0x0EF
0.4269162980,0x0F0
0.4269266420,0x0F1
0.4269369840,0x0F2
0.4269473280,0x0F3
0.4269576720,0x0F4
0.4269680140,0x0F5
0.4269783580,0x0F6
0.4269887020,0x0F7
0.4269990440,0x0F8
0.4270093880,0x0F9
0.4270197320,0x0FA
0.4270300760,0x0FB
0.4270404180,0x0FC
0.4270507620,0x0FD
0.4270611060,0x0FE
0.4270714480,0x0FF
0.4270817960,0x100
0.4270921360,0x101
0.4271024800,0x102
0.4271128220,0x103
0.4271231660,0x104
0.4271335100,0x105
0.4271438520,0x106
0.4271541960,0x107
0.4271645400,0x108
0.4271748840,0x109
0.4271852260,0x10A
0.4271955700,0x10B
0.4272059140,0x10C
0.4272162560,0x10D
0.4272266000,0x10E
0.4272369440,0x10F
0.4272472880,0x110
0.4272576300,0x111
0.4272679740,0x112
0.4272783160,0x113
0.4272886620,0x114
0.4272990040,0x115
0.4273093480,0x116
0.4273196900,0x117
0.4273300340,0x118
0.4273403780,0x119
0.4273507200,0x11A
0.4273610660,0x11B
0.4273714080,0x11C
0.4273817520,0x11D
0.4273920940,0x11E
0.4274024380,0x11F
0.4274127820,0x120
0.4274231240,0x121
0.4274334680,0x122
0.4274438120,0x123
0.4274541560,0x124
0.4274644980,0x125
0.4274748420,0x126
0.4274851860,0x127
0.4274955300,0x128
0.4275058720,0x129
0.4275162160,0x12A
0.4275265600,0x12B
0.4275369020,0x12C
0.4275472460,0x12D
0.4275575900,0x12E
0.4275679340,0x12F
0.4275782760,0x130
0.4275886200,0x131
0.4275989640,0x132
0.4276093060,0x133
0.4276196500,0x134
0.4276299920,0x135
0.4276403360,0x136
0.4276506800,0x137
0.4276610240,0x138
0.4276713680,0x139
0.4276817100,0x13A
0.4276920540,0x13B
0.4277023980,0x13C
0.4277127420,0x13D
0.4277230840,0x13E
0.4277334280,0x13F
0.4277437720,0x140
0.4277541140,0x141
0.4277644580,0x142
0.4277748020,0x143
0.4277851440,0x144
0.4277954880,0x145
0.4278058320,0x146
0.4278161740,0x147
0.4278265200,0x148
0.4278368620,0x149
0.4278472060,0x14A
0.4278575480,0x14B
0.4278678920,0x14C
0.4278782360,0x14D
0.4278885780,0x14E
0.4278989220,0x14F
0.4279092660,0x150
0.4279196100,0x151
0.4279299520,0x152
0.4279402960,0x153
0.4279506400,0x154
0.4279609820,0x155
0.4279713260,0x156
0.4279816700,0x157
0.4279920140,0x158
0.4280023560,0x159
0.4280127000,0x15A
0.4280230440,0x15B
0.4280333880,0x15C
0.4280437300,0x15D
0.4280540740,0x15E
0.4280644180,0x15F
0.4280747600,0x160
0.4280851040,0x161
0.4280954460,0x162
0.4281057920,0x163
0.4281161340,0x164
0.4281264780,0x165
0.4281368200,0x166
0.4281471640,0x167
0.4281575080,0x168
0.4281678520,0x169
0.4281781940,0x16A
0.4281885380,0x16B
0.4281988820,0x16C
0.4282092240,0x16D
0.4282195680,0x16E
0.4282299120,0x16F
0.4282402560,0x170
0.4282505980,0x171
0.4282609420,0x172
0.4282712860,0x173
0.4282816280,0x174
0.4282919720,0x175
0.4283023160,0x176
0.4283126600,0x177
0.4283230040,0x178
0.4283333460,0x179
0.4283436900,0x17A
0.4283540320,0x17B
0.4283643760,0x17C
0.4283747200,0x17D
0.4283850640,0x17E
0.4283954060,0x17F
0.4284057520,0x180
0.4284160940,0x181
0.4284264360,0x182
0.4284367800,0x183
0.4284471240,0x184
0.4284574680,0x185
0.4284678100,0x186
0.4284781540,0x187
0.4284884980,0x188
0.4284988400,0x189
0.4285091840,0x18A
0.4285195280,0x18B
0.4285298720,0x18C
0.4285402140,0x18D
0.4285505580,0x18E
0.4285609020,0x18F
0.4285712460,0x190
0.4285815880,0x191
0.4285919320,0x192
0.4286022760,0x193
0.4286126180,0x194
0.4286229620,0x195
0.4286333040,0x196
0.4286436500,0x197
0.4286539920,0x198
0.4286643360,0x199
0.4286746780,0x19A
0.4286850220,0x19B
0.4286953660,0x19C
0.4287057080,0x19D
0.4287160520,0x19E
0.4287263960,0x19F
0.4287367400,0x1A0
0.4287470820,0x1A1
0.4287574260,0x1A2
0.4287677700,0x1A3
0.4287781120,0x1A4
0.4287884560,0x1A5
0.4287988000,0x1A6
0.4288091440,0x1A7
0.4288194860,0x1A8
0.4288298300,0x1A9
0.4288401740,0x1AA
0.4288505180,0x1AB
0.4288608600,0x1AC
0.4288712040,0x1AD
0.4288815480,0x1AE
0.4288918900,0x1AF
0.4289022340,0x1B0
0.4289125780,0x1B1
0.4289229200,0x1B2
0.4289332640,0x1B3
0.4289436080,0x1B4
0.4289539520,0x1B5
0.4289642940,0x1B6
0.4289746380,0x1B7
0.4289849820,0x1B8
0.4289953260,0x1B9
0.4290056680,0x1BA
0.4290160120,0x1BB
0.4290263560,0x1BC
0.4290366980,0x1BD
0.4290470420,0x1BE
0.4290573860,0x1BF
0.4290677300,0x1C0
0.4290780720,0x1C1
0.4290884160,0x1C2
0.4290987600,0x1C3
0.4291091020,0x1C4
0.4291194460,0x1C5
0.4291297880,0x1C6
0.4291401320,0x1C7
0.4291504760,0x1C8
0.4291608200,0x1C9
0.4291711640,0x1CA
0.4291815060,0x1CB
0.4291918500,0x1CC
0.4292021920,0x1CD
0.4292125360,0x1CE
0.4292228800,0x1CF
0.4292332240,0x1D0
0.4292435660,0x1D1
0.4292539100,0x1D2
0.4292642540,0x1D3
0.4292745980,0x1D4
0.4292849420,0x1D5
0.4292952840,0x1D6
0.4293056280,0x1D7
0.4293159720,0x1D8
0.4293263140,0x1D9
0.4293366580,0x1DA
0.4293470000,0x1DB
0.4293573440,0x1DC
0.4293676880,0x1DD
0.4293780320,0x1DE
0.4293883740,0x1DF
0.4293987200,0x1E0
0.4294090620,0x1E1
0.4294194040,0x1E2
0.4294297480,0x1E3
0.4294400920,0x1E4
0.4294504360,0x1E5
0.4294607780,0x1E6
0.4294711220,0x1E7
0.4294814660,0x1E8
0.4294918100,0x1E9
0.4295021520,0x1EA
0.4295124960,0x1EB
0.4295228400,0x1EC
0.4295331820,0x1ED
0.4295435260,0x1EE
0.4295538700,0x1EF
0.4295642140,0x1F0
0.4295745560,0x1F1
0.4295849000,0x1F2
0.4295952440,0x1F3
0.4296055860,0x1F4
0.4296159300,0x1F5
0.4296262740,0x1F6
0.4296366160,0x1F7
0.4296469600,0x1F8
0.4296573040,0x1F9
0.4296676480,0x1FA
0.4296779900,0x1FB
0.4296883340,0x1FC
0.4296986780,0x1FD
0.4297090200,0x1FE
0.4297193640,0x1FF
0.4297400500,0x1FE
0.4297503940,0x1FD
0.4297607380,0x1FC
0.4297710820,0x1FB
0.4297814240,0x1FA
0.4297917680,0x1F9
0.4298021120,0x1F8
0.4298124560,0x1F7
0.4298227980,0x1F6
0.4298331420,0x1F5
0.4298434840,0x1F4
0.4298538300,0x1F3
0.4298641720,0x1F2
0.4298745160,0x1F1
0.4298848580,0x1F0
0.4298952040,0x1EF
0.4299055460,0x1EE
0.4299158900,0x1ED
0.4299262320,0x1EC
0.4299365760,0x1EB
0.4299469200,0x1EA
0.4299572620,0x1E9
0.4299676060,0x1E8
0.4299779500,0x1E7
0.4299882920,0x1E6
0.4299986360,0x1E5
0.4300089800,0x1E4
0.4300193240,0x1E3
0.4300296660,0x1E2
0.4300400100,0x1E1
0.4300503540,0x1E0
0.4300607000,0x1DF
0.4300710400,0x1DE
0.4300813840,0x1DD
0.4300917280,0x1DC
0.4301020700,0x1DB
0.4301124140,0x1DA
0.4301227580,0x1D9
0.4301331020,0x1D8
0.4301434440,0x1D7
0.4301537880,0x1D6
0.4301641300,0x1D5
0.4301744740,0x1D4
0.4301848180,0x1D3
0.4301951620,0x1D2
0.4302055040,0x1D1
0.4302158480,0x1D0
0.4302261920,0x1CF
0.4302365340,0x1CE
0.4302468800,0x1CD
0.4302572220,0x1CC
0.4302675660,0x1CB
0.4302779080,0x1CA
0.4302882520,0x1C9
0.4302985960,0x1C8
0.4303089400,0x1C7
0.4303192820,0x1C6
0.4303296260,0x1C5
0.4303399700,0x1C4
0.4303503120,0x1C3
0.4303606560,0x1C2
0.4303710000,0x1C1
0.4303813420,0x1C0
0.4303916880,0x1BF
0.4304020300,0x1BE
0.4304123740,0x1BD
0.4304227160,0x1BC
0.4304330600,0x1BB
0.4304434040,0x1BA
0.4304537480,0x1B9
0.4304640900,0x1B8
0.4304744340,0x1B7
0.4304847760,0x1B6
0.4304951200,0x1B5
0.4305054640,0x1B4
0.4305158080,0x1B3
0.4305261520,0x1B2
0.4305364940,0x1B1
0.4305468380,0x1B0
0.4305571820,0x1AF
0.4305675240,0x1AE
0.4305778680,0x1AD
0.4305882120,0x1AC
0.4305985560,0x1AB
0.4306088980,0x1AA
0.4306192420,0x1A9
0.4306295840,0x1A8
0.4306399300,0x1A7
0.4306502720,0x1A6
0.4306606160,0x1A5
0.4306709580,0x1A4
0.4306813020,0x1A3
0.4306916460,0x1A2
0.4307019880,0x1A1
0.4307123320,0x1A0
0.4307226780,0x19F
0.4307330200,0x19E
0.4307433620,0x19D
0.4307537060,0x19C
0.4307640500,0x19B
0.4307743940,0x19A
0.4307847360,0x199
0.4307950800,0x198
0.4308054240,0x197
0.4308157660,0x196
0.4308261100,0x195
0.4308364520,0x194
0.4308467960,0x193
0.4308571400,0x192
0.4308674840,0x191
0.4308778280,0x190
0.4308881720,0x18F
0.4308985140,0x18E
0.4309088580,0x18D
0.4309192000,0x18C
0.4309295440,0x18B
0.4309398880,0x18A
0.4309502300,0x189
0.4309605740,0x188
0.4309709180,0x187
0.4309812620,0x186
0.4309916060,0x185
0.4310019480,0x184
0.4310122920,0x183
0.4310226340,0x182
0.4310329780,0x181
0.4310433220,0x180
0.4310536680,0x17F
0.4310640080,0x17E
0.4310743520,0x17D
0.4310846960,0x17C
0.4310950400,0x17B
0.4311053820,0x17A
0.4311157260,0x179
0.4311260700,0x178
0.4311364120,0x177
0.4311467560,0x176
0.4311571000,0x175
0.4311674420,0x174
0.4311777860,0x173
0.4311881300,0x172
0.4311984740,0x171
0.4312088160,0x170
0.4312191620,0x16F
0.4312295040,0x16E
0.4312398460,0x16D
0.4312501900,0x16C
0.4312605340,0x16B
0.4312708780,0x16A
0.4312812200,0x169
0.4312915640,0x168
0.4313019080,0x167
0.4313122520,0x166
0.4313225940,0x165
0.4313329380,0x164
0.4313432820,0x163
0.4313536240,0x162
0.4313639680,0x161
0.4313743100,0x160
0.4313846560,0x15F
0.4313949980,0x15E
0.4314053420,0x15D
0.4314156840,0x15C
0.4314260280,0x15B
0.4314363720,0x15A
0.4314467160,0x159
0.4314570580,0x158
0.4314674020,0x157
0.4314777460,0x156
0.4314880880,0x155
0.4314984320,0x154
0.4315087760,0x153
0.4315191200,0x152
0.4315294620,0x151
0.4315398060,0x150
0.4315501500,0x14F
0.4315604920,0x14E
0.4315708360,0x14D
0.4315811800,0x14C
0.4315915240,0x14B
0.4316018660,0x14A
0.4316122100,0x149
0.4316225540,0x148
0.4316328980,0x147
0.4316432400,0x146
0.4316535840,0x145
0.4316639280,0x144
0.4316742700,0x143
