Time [s],Value
0.2816843460,0x1E8
0.2816946920,0x1E7
0.2817050340,0x1E6
0.2817153780,0x1E5
0.2817257200,0x1E4
0.2817360640,0x1E3
0.2817464060,0x1E2
0.2817567500,0x1E1
0.2817670940,0x1E0
0.2817774400,0x1DF
0.2817877820,0x1DE
0.2817981240,0x1DD
0.2818084680,0x1DC
0.2818188120,0x1DB
0.2818291540,0x1DA
0.2818394980,0x1D9
0.2818498420,0x1D8
0.2818601860,0x1D7
0.2818705280,0x1D6
0.2818808720,0x1D5
0.2818912160,0x1D4
0.2819015600,0x1D3
0.2819119020,0x1D2
0.2819222460,0x1D1
0.2819325880,0x1D0
0.2819429340,0x1CF
0.2819532760,0x1CE
0.2819636200,0x1CD
0.2819739620,0x1CC
0.2819843060,0x1CB
0.2819946500,0x1CA
0.2820049940,0x1C9
0.2820153360,0x1C8
0.2820256800,0x1C7
0.2820360240,0x1C6
0.2820463660,0x1C5
0.2820567100,0x1C4
0.2820670540,0x1C3
0.2820773960,0x1C2
0.2820877400,0x1C1
0.2820980840,0x1C0
0.2821084300,0x1BF
0.2821187700,0x1BE
0.2821291140,0x1BD
0.2821394560,0x1BC
0.2821498020,0x1BB
0.2821601440,0x1BA
0.2821704880,0x1B9
0.2821808300,0x1B8
0.2821911760,0x1B7
0.2822015180,0x1B6
0.2822118620,0x1B5
0.2822222040,0x1B4
0.2822325480,0x1B3
0.2822428920,0x1B2
0.2822532340,0x1B1
0.2822635780,0x1B0
0.2822739220,0x1AF
0.2822842660,0x1AE
0.2822946080,0x1AD
0.2823049520,0x1AC
0.2823152960,0x1AB
0.2823256380,0x1AA
0.2823359820,0x1A9
0.2823463260,0x1A8
0.2823566700,0x1A7
0.2823670120,0x1A6
0.2823773560,0x1A5
0.2823877000,0x1A4
0.2823980420,0x1A3
0.2824083860,0x1A2
0.2824187300,0x1A1
0.2824290740,0x1A0
0.2824394180,0x19F
0.2824497600,0x19E
0.2824601040,0x19D
0.2824704460,0x19C
0.2824807900,0x19B
0.2824911340,0x19A
0.2825014760,0x199
0.2825118200,0x198
0.2825221640,0x197
0.2825325080,0x196
0.2825428520,0x195
0.2825531940,0x194
0.2825635380,0x193
0.2825738800,0x192
0.2825842240,0x191
0.2825945680,0x190
0.2826049120,0x18F
0.2826152540,0x18E
0.2826255980,0x18D
0.2826359420,0x18C
0.2826462860,0x18B
0.2826566280,0x18A
0.2826669720,0x189
0.2826773140,0x188
0.2826876580,0x187
